,values,ind
3652,ERS1801096,ET-Bacteroides
3653,ERS1801169,ET-Bacteroides
3654,ERS1801168,ET-Bacteroides
3655,ERS1801167,ET-Bacteroides
3656,ERS1801162,ET-Bacteroides
3657,ERS1801159,ET-Bacteroides
3658,ERS1801158,ET-Bacteroides
3659,ERS1801156,ET-Bacteroides
3660,ERS1801153,ET-Bacteroides
3661,ERS1801152,ET-Bacteroides
3662,ERS1801151,ET-Bacteroides
3663,ERS1801147,ET-Bacteroides
3664,ERS1801140,ET-Bacteroides
3665,ERS1801139,ET-Bacteroides
3666,ERS1801136,ET-Bacteroides
3667,ERS1801131,ET-Bacteroides
3668,ERS1801125,ET-Bacteroides
3669,ERS1801124,ET-Bacteroides
3670,ERS1801123,ET-Bacteroides
3671,ERS1801122,ET-Bacteroides
3672,ERS1801116,ET-Bacteroides
3673,ERS1801107,ET-Bacteroides
3674,ERS1801106,ET-Bacteroides
3675,ERS1801105,ET-Bacteroides
3676,ERS1801311,ET-Bacteroides
3677,ERS1801309,ET-Bacteroides
3678,ERS1801302,ET-Bacteroides
3679,ERS1801312,ET-Bacteroides
3680,ERS1801316,ET-Bacteroides
3681,ERS1801303,ET-Bacteroides
3682,ERS1801317,ET-Bacteroides
3683,ERS1801318,ET-Bacteroides
3684,ERS1801319,ET-Bacteroides
3685,ERS1801308,ET-Bacteroides
3686,ERS1801325,ET-Bacteroides
3687,ERS1801310,ET-Bacteroides
3688,ERS1801301,ET-Bacteroides
3689,ERS1801307,ET-Bacteroides
3690,ERS1801296,ET-Bacteroides
3691,ERS1801293,ET-Bacteroides
3692,ERS1801292,ET-Bacteroides
3693,ERS1801289,ET-Bacteroides
3694,ERS1801288,ET-Bacteroides
3695,ERS1801287,ET-Bacteroides
3696,ERS1801285,ET-Bacteroides
3697,ERS1801281,ET-Bacteroides
3698,ERS1801280,ET-Bacteroides
3699,ERS1801277,ET-Bacteroides
3700,ERS1801274,ET-Bacteroides
3701,ERS1801272,ET-Bacteroides
3702,ERS1801271,ET-Bacteroides
3703,ERS1801268,ET-Bacteroides
3704,ERS1801337,ET-Bacteroides
3705,ERS1801304,ET-Bacteroides
3706,ERS1801265,ET-Bacteroides
3707,ERS1801263,ET-Bacteroides
3708,ERS1801259,ET-Bacteroides
3709,ERS1801258,ET-Bacteroides
3710,ERS1801329,ET-Bacteroides
3711,ERS1801339,ET-Bacteroides
3712,ERS1801256,ET-Bacteroides
3713,ERS1801255,ET-Bacteroides
3714,ERS1801298,ET-Bacteroides
3715,ERS1801335,ET-Bacteroides
3716,ERS1801227,ET-Bacteroides
3717,ERS1801226,ET-Bacteroides
3718,ERS1801225,ET-Bacteroides
3719,ERS1801224,ET-Bacteroides
3720,ERS1801223,ET-Bacteroides
3721,ERS1801220,ET-Bacteroides
3722,ERS1801219,ET-Bacteroides
3723,ERS1801218,ET-Bacteroides
3724,ERS1801104,ET-Bacteroides
3725,ERS1801215,ET-Bacteroides
3726,ERS1801213,ET-Bacteroides
3727,ERS1801210,ET-Bacteroides
3728,ERS1801209,ET-Bacteroides
3729,ERS1801207,ET-Bacteroides
3730,ERS1801206,ET-Bacteroides
3731,ERS1801205,ET-Bacteroides
3732,ERS1801204,ET-Bacteroides
3733,ERS1801203,ET-Bacteroides
3734,ERS1801200,ET-Bacteroides
3735,ERS1801199,ET-Bacteroides
3736,ERS1801198,ET-Bacteroides
3737,ERS1801197,ET-Bacteroides
3738,ERS1801194,ET-Bacteroides
3739,ERS1801193,ET-Bacteroides
3740,ERS1801328,ET-Bacteroides
3741,ERS1801191,ET-Bacteroides
3742,ERS1801188,ET-Bacteroides
3743,ERS1801187,ET-Bacteroides
3744,ERS1801184,ET-Bacteroides
3745,ERS1801183,ET-Bacteroides
3746,ERS1801182,ET-Bacteroides
3747,ERS1801181,ET-Bacteroides
3748,ERS1801180,ET-Bacteroides
3749,ERS1801179,ET-Bacteroides
3750,ERS1801177,ET-Bacteroides
3751,ERS1801175,ET-Bacteroides
3752,ERS1801172,ET-Bacteroides
3753,ERS1801101,ET-Bacteroides
3754,ERS1801099,ET-Bacteroides
3755,ERS1801098,ET-Bacteroides
3756,ERS1801113,ET-Bacteroides
3757,ERS1801112,ET-Bacteroides
3758,ERS1801111,ET-Bacteroides
3759,ERS1801108,ET-Bacteroides
3760,ERS1801435,ET-Bacteroides
3761,ERS1801428,ET-Bacteroides
3762,ERS1801431,ET-Bacteroides
3763,ERS1801432,ET-Bacteroides
3764,ERS1801433,ET-Bacteroides
3765,ERS1801436,ET-Bacteroides
3766,ERS1801438,ET-Bacteroides
3767,ERS1801440,ET-Bacteroides
3768,ERS1801441,ET-Bacteroides
3769,ERS1801442,ET-Bacteroides
3770,ERS1801445,ET-Bacteroides
3771,ERS1801448,ET-Bacteroides
3772,ERS1801449,ET-Bacteroides
3773,ERS1801450,ET-Bacteroides
3774,ERS1801452,ET-Bacteroides
3775,ERS1801453,ET-Bacteroides
3776,ERS1801456,ET-Bacteroides
3777,ERS1801459,ET-Bacteroides
3778,ERS1801460,ET-Bacteroides
3779,ERS1801464,ET-Bacteroides
3780,ERS1801473,ET-Bacteroides
3781,ERS1801475,ET-Bacteroides
3782,ERS1801465,ET-Bacteroides
3783,ERS1801477,ET-Bacteroides
3784,ERS1801480,ET-Bacteroides
3785,ERS1801484,ET-Bacteroides
3786,ERS1801487,ET-Bacteroides
3787,ERS1801330,ET-Bacteroides
3788,ERS1801332,ET-Bacteroides
3789,ERS1801334,ET-Bacteroides
3790,ERS1801342,ET-Bacteroides
3791,ERS2637793,ET-Bacteroides
3792,ERS2637819,ET-Bacteroides
3793,ERS2637850,ET-Bacteroides
3794,ERS2637860,ET-Bacteroides
3795,ERS2791358,ET-Bacteroides
3796,ERS2791360,ET-Bacteroides
3797,ERS2791363,ET-Bacteroides
3798,ERS2791375,ET-Bacteroides
3799,ERS2791377,ET-Bacteroides
3800,ERS2791378,ET-Bacteroides
3801,ERS2791384,ET-Bacteroides
3802,ERS328763,ET-Bacteroides
3803,ERS328775,ET-Bacteroides
3804,ERS328786,ET-Bacteroides
3805,ERS328801,ET-Bacteroides
3806,ERS328823,ET-Bacteroides
3807,ERS328827,ET-Bacteroides
3808,ERS328834,ET-Bacteroides
3809,ERS328869,ET-Bacteroides
3810,ERS328879,ET-Bacteroides
3811,ERS328891,ET-Bacteroides
3812,ERS328923,ET-Bacteroides
3813,ERS328937,ET-Bacteroides
3814,ERS328942,ET-Bacteroides
3815,ERS328951,ET-Bacteroides
3816,ERS328969,ET-Bacteroides
3817,ERS328993,ET-Bacteroides
3818,ERS475106,ET-Bacteroides
3819,ERS475111,ET-Bacteroides
3820,ERS475123,ET-Bacteroides
3821,ERS475124,ET-Bacteroides
3822,ERS475127,ET-Bacteroides
3823,ERS475132,ET-Bacteroides
3824,ERS475136,ET-Bacteroides
3825,ERS475137,ET-Bacteroides
3826,ERS475165,ET-Bacteroides
3827,ERS475176,ET-Bacteroides
3828,ERS475182,ET-Bacteroides
3829,ERS475185,ET-Bacteroides
3830,ERS475189,ET-Bacteroides
3831,ERS475190,ET-Bacteroides
3832,ERS475191,ET-Bacteroides
3833,ERS475192,ET-Bacteroides
3834,ERS475197,ET-Bacteroides
3835,ERS475198,ET-Bacteroides
3836,ERS475199,ET-Bacteroides
3837,ERS475201,ET-Bacteroides
3838,ERS475203,ET-Bacteroides
3839,ERS475205,ET-Bacteroides
3840,ERS475208,ET-Bacteroides
3841,ERS475225,ET-Bacteroides
3842,ERS475229,ET-Bacteroides
3843,ERS475234,ET-Bacteroides
3844,ERS475237,ET-Bacteroides
3845,ERS475242,ET-Bacteroides
3846,ERS475247,ET-Bacteroides
3847,ERS475248,ET-Bacteroides
3848,ERS475252,ET-Bacteroides
3849,ERS475264,ET-Bacteroides
3850,ERS475268,ET-Bacteroides
3851,ERS475280,ET-Bacteroides
3852,ERS475289,ET-Bacteroides
3853,ERS475295,ET-Bacteroides
3854,ERS475296,ET-Bacteroides
3855,ERS475297,ET-Bacteroides
3856,ERS475298,ET-Bacteroides
3857,ERS475303,ET-Bacteroides
3858,ERS475304,ET-Bacteroides
3859,ERS475305,ET-Bacteroides
3860,ERS475306,ET-Bacteroides
3861,ERS475307,ET-Bacteroides
3862,ERS475314,ET-Bacteroides
3863,ERS475315,ET-Bacteroides
3864,ERS475316,ET-Bacteroides
3865,ERS475318,ET-Bacteroides
3866,ERS475319,ET-Bacteroides
3867,ERS475324,ET-Bacteroides
3868,ERS475325,ET-Bacteroides
3869,ERS475326,ET-Bacteroides
3870,ERS475330,ET-Bacteroides
3871,ERS475331,ET-Bacteroides
3872,ERS475332,ET-Bacteroides
3873,ERS475338,ET-Bacteroides
3874,ERS475341,ET-Bacteroides
3875,ERS475342,ET-Bacteroides
3876,ERS475348,ET-Bacteroides
3877,ERS475351,ET-Bacteroides
3878,ERS475352,ET-Bacteroides
3879,ERS475353,ET-Bacteroides
3880,ERS475354,ET-Bacteroides
3881,ERS475355,ET-Bacteroides
3882,ERS475356,ET-Bacteroides
3883,ERS475357,ET-Bacteroides
3884,ERS475358,ET-Bacteroides
3885,ERS475360,ET-Bacteroides
3886,ERS475361,ET-Bacteroides
3887,ERS475362,ET-Bacteroides
3888,ERS475366,ET-Bacteroides
3889,ERS475367,ET-Bacteroides
3890,ERS475368,ET-Bacteroides
3891,ERS475369,ET-Bacteroides
3892,ERS475370,ET-Bacteroides
3893,ERS475371,ET-Bacteroides
3894,ERS475372,ET-Bacteroides
3895,ERS475374,ET-Bacteroides
3896,ERS475375,ET-Bacteroides
3897,ERS475384,ET-Bacteroides
3898,ERS475391,ET-Bacteroides
3899,ERS475392,ET-Bacteroides
3900,ERS475395,ET-Bacteroides
3901,ERS475398,ET-Bacteroides
3902,ERS475400,ET-Bacteroides
3903,ERS475401,ET-Bacteroides
3904,ERS475412,ET-Bacteroides
3905,ERS475415,ET-Bacteroides
3906,ERS475416,ET-Bacteroides
3907,ERS475109_ERS475110,ET-Bacteroides
3908,ERS475116_ERS475117,ET-Bacteroides
3909,ERS475120_ERS475121,ET-Bacteroides
3910,ERS475128_ERS475129,ET-Bacteroides
3911,ERS475134_ERS475135,ET-Bacteroides
3912,ERS475154_ERS475155,ET-Bacteroides
3913,ERS475156_ERS475157,ET-Bacteroides
3914,ERS475162_ERS475163,ET-Bacteroides
3915,ERS475210_ERS475211,ET-Bacteroides
3916,ERS475217_ERS475218,ET-Bacteroides
3917,ERS475221_ERS475222,ET-Bacteroides
3918,ERS475223_ERS475224,ET-Bacteroides
3919,ERS475249_ERS475250,ET-Bacteroides
3920,ERS475253_ERS475254,ET-Bacteroides
3921,ERS475259_ERS475260,ET-Bacteroides
3922,ERS475262_ERS475263,ET-Bacteroides
3923,ERS475265_ERS475266,ET-Bacteroides
3924,ERS475269_ERS475270,ET-Bacteroides
3925,ERS475274_ERS475275_ERS475276,ET-Bacteroides
3926,ERS475277_ERS475278,ET-Bacteroides
3927,ERS475284_ERS475285_ERS475286,ET-Bacteroides
3928,ERS475287_ERS475288,ET-Bacteroides
3929,ERS475292_ERS475293_ERS475294,ET-Bacteroides
3930,ERS475299_ERS475300_ERS475301,ET-Bacteroides
3931,ERS475308_ERS475309,ET-Bacteroides
3932,ERS475310_ERS475311,ET-Bacteroides
3933,ERS475312_ERS475313,ET-Bacteroides
3934,ERS475322_ERS475323,ET-Bacteroides
3935,ERS475327_ERS475328,ET-Bacteroides
3936,ERS475333_ERS475334,ET-Bacteroides
3937,ERS475339_ERS475340,ET-Bacteroides
3938,ERS475344_ERS475345,ET-Bacteroides
3939,ERS475346_ERS475347,ET-Bacteroides
3940,ERS475364_ERS475365,ET-Bacteroides
3941,ERS475377_ERS475378,ET-Bacteroides
3942,ERS475379_ERS475380,ET-Bacteroides
3943,ERS475381_ERS475382,ET-Bacteroides
3944,ERS475385_ERS475386,ET-Bacteroides
3945,ERS475389_ERS475390,ET-Bacteroides
3946,ERS475393_ERS475394,ET-Bacteroides
3947,ERS475403_ERS475404_ERS475405,ET-Bacteroides
3948,ERS475406_ERS475407,ET-Bacteroides
3949,ERS475408_ERS475409,ET-Bacteroides
3950,ERS475410_ERS475411,ET-Bacteroides
3951,ERS475413_ERS475414,ET-Bacteroides
3952,ERS537180,ET-Bacteroides
3953,ERS537181,ET-Bacteroides
3954,ERS537183,ET-Bacteroides
3955,ERS537184,ET-Bacteroides
3956,ERS537191,ET-Bacteroides
3957,ERS537194,ET-Bacteroides
3958,ERS537203,ET-Bacteroides
3959,ERS537205,ET-Bacteroides
3960,ERS537215,ET-Bacteroides
3961,ERS537216,ET-Bacteroides
3962,ERS537222,ET-Bacteroides
3963,ERS537223,ET-Bacteroides
3964,ERS537238,ET-Bacteroides
3965,ERS537241,ET-Bacteroides
3966,ERS537243,ET-Bacteroides
3967,ERS537246,ET-Bacteroides
3968,ERS537247,ET-Bacteroides
3969,ERS537248,ET-Bacteroides
3970,ERS537255,ET-Bacteroides
3971,ERS537257,ET-Bacteroides
3972,ERS537259,ET-Bacteroides
3973,ERS537260,ET-Bacteroides
3974,ERS537264,ET-Bacteroides
3975,ERS537265,ET-Bacteroides
3976,ERS537267,ET-Bacteroides
3977,ERS537274,ET-Bacteroides
3978,ERS537280,ET-Bacteroides
3979,ERS537287,ET-Bacteroides
3980,ERS537291,ET-Bacteroides
3981,ERS537292,ET-Bacteroides
3982,ERS537295,ET-Bacteroides
3983,ERS537296,ET-Bacteroides
3984,ERS537297,ET-Bacteroides
3985,ERS537302,ET-Bacteroides
3986,ERS537305,ET-Bacteroides
3987,ERS537312,ET-Bacteroides
3988,ERS537319,ET-Bacteroides
3989,ERS537321,ET-Bacteroides
3990,ERS537326,ET-Bacteroides
3991,ERS537331,ET-Bacteroides
3992,ERS537337,ET-Bacteroides
3993,ERS537340,ET-Bacteroides
3994,ERS537344,ET-Bacteroides
3995,ERS537350,ET-Bacteroides
3996,ERS537351,ET-Bacteroides
3997,ERS537356,ET-Bacteroides
3998,ERS537364,ET-Bacteroides
3999,ERS537375,ET-Bacteroides
4000,ERS537376,ET-Bacteroides
4001,ERS537380,ET-Bacteroides
4002,ERS537382,ET-Bacteroides
4003,ERS537384,ET-Bacteroides
4004,ERS537391,ET-Bacteroides
4005,ERS537392,ET-Bacteroides
4006,ERS537395,ET-Bacteroides
4007,ERS537398,ET-Bacteroides
4008,ERS537402,ET-Bacteroides
4009,ERS537408,ET-Bacteroides
4010,ERS1424208,ET-Bacteroides
4011,ERS1424215,ET-Bacteroides
4012,ERS1424238,ET-Bacteroides
4013,ERS1424249,ET-Bacteroides
4014,ERS1424252,ET-Bacteroides
4015,ERS1424265,ET-Bacteroides
4016,ERS1424278,ET-Bacteroides
4017,ERS1424296,ET-Bacteroides
4018,ERS1424316,ET-Bacteroides
4019,ERS1424337,ET-Bacteroides
4020,ERS1424340,ET-Bacteroides
4021,ERS1424389,ET-Bacteroides
4022,ERS1424394,ET-Bacteroides
4023,ERS1424398,ET-Bacteroides
4024,SRS475941,ET-Bacteroides
4025,SRS476118,ET-Bacteroides
4026,SRS476193,ET-Bacteroides
4027,SRS476833,ET-Bacteroides
4028,SRS476874,ET-Bacteroides
4029,SRS475647,ET-Bacteroides
4030,SRS476288,ET-Bacteroides
4031,SRS476863,ET-Bacteroides
4032,SRS476047,ET-Bacteroides
4033,SRS476292,ET-Bacteroides
4034,SRS476289,ET-Bacteroides
4035,SRS476346,ET-Bacteroides
4036,SRS476839,ET-Bacteroides
4037,SRS475582,ET-Bacteroides
4038,SRS476348,ET-Bacteroides
4039,SRS476212,ET-Bacteroides
4040,SRS476152,ET-Bacteroides
4041,SRS820584,ET-Bacteroides
4042,SRS820591,ET-Bacteroides
4043,SRS820592,ET-Bacteroides
4044,SRS820594,ET-Bacteroides
4045,SRS820599,ET-Bacteroides
4046,SRS820600,ET-Bacteroides
4047,SRS820609,ET-Bacteroides
4048,SRS1369972,ET-Bacteroides
4049,SRS1369971,ET-Bacteroides
4050,SRS3984195,ET-Bacteroides
4051,SRS3984193,ET-Bacteroides
4052,SRS3984185,ET-Bacteroides
4053,SRS3984184,ET-Bacteroides
4054,SRS3984183,ET-Bacteroides
4055,SRS3984182,ET-Bacteroides
4056,SRS3984180,ET-Bacteroides
4057,SRS5107613,ET-Bacteroides
4058,SRS1822116,ET-Bacteroides
4059,SRS1822117,ET-Bacteroides
4060,SRS1822118,ET-Bacteroides
4061,SRS1822119,ET-Bacteroides
4062,SRS1822120,ET-Bacteroides
4063,SRS1822121,ET-Bacteroides
4064,SRS1822122,ET-Bacteroides
4065,SRS1822123,ET-Bacteroides
4066,SRS1822124,ET-Bacteroides
4067,SRS1822125,ET-Bacteroides
4068,SRS1529648,ET-Bacteroides
4069,SRS1529646,ET-Bacteroides
4070,SRS1529647,ET-Bacteroides
4071,SRS1529649,ET-Bacteroides
4072,SRS1529650,ET-Bacteroides
4073,SRS1529653,ET-Bacteroides
4074,SRS1529654,ET-Bacteroides
4075,SRS1529655,ET-Bacteroides
4076,SRS1529656,ET-Bacteroides
4077,SRS1529657,ET-Bacteroides
4078,SRS1529658,ET-Bacteroides
4079,SRS1529659,ET-Bacteroides
4080,SRS1529660,ET-Bacteroides
4081,SRS1529661,ET-Bacteroides
4082,SRS1529662,ET-Bacteroides
4083,SRS1529664,ET-Bacteroides
4084,SRS1529666,ET-Bacteroides
4085,SRS1529667,ET-Bacteroides
4086,SRS1529668,ET-Bacteroides
4087,SRS1529669,ET-Bacteroides
4088,SRS1529670,ET-Bacteroides
4089,SRS1529671,ET-Bacteroides
4090,SRS1529672,ET-Bacteroides
4091,SRS1529673,ET-Bacteroides
4092,SRS1529674,ET-Bacteroides
4093,SRS1529676,ET-Bacteroides
4094,SRS1529677,ET-Bacteroides
4095,SRS1529678,ET-Bacteroides
4096,SRS1529679,ET-Bacteroides
4097,SRS1529680,ET-Bacteroides
4098,SRS1529681,ET-Bacteroides
4099,SRS1529683,ET-Bacteroides
4100,SRS1529685,ET-Bacteroides
4101,SRS1529686,ET-Bacteroides
4102,SRS1529687,ET-Bacteroides
4103,SRS1529688,ET-Bacteroides
4104,SRS1529689,ET-Bacteroides
4105,SRS1596798,ET-Bacteroides
4106,SRS1596834,ET-Bacteroides
4107,SRS1596858,ET-Bacteroides
4108,SRS1858581,ET-Bacteroides
4109,SRS1858582,ET-Bacteroides
4110,SRS1858584,ET-Bacteroides
4111,SRS1858586,ET-Bacteroides
4112,SRS1858590,ET-Bacteroides
4113,SRS1858594,ET-Bacteroides
4114,SRS1858595,ET-Bacteroides
4115,SRS1858596,ET-Bacteroides
4116,SRS1858597,ET-Bacteroides
4117,SRS1858602,ET-Bacteroides
4118,SRS1858603,ET-Bacteroides
4119,SRS1858612,ET-Bacteroides
4120,SRS1858613,ET-Bacteroides
4121,SRS1858617,ET-Bacteroides
4122,SRS1858621,ET-Bacteroides
4123,SRS1858625,ET-Bacteroides
4124,SRS1858627,ET-Bacteroides
4125,SRS1858633,ET-Bacteroides
4126,SRS1858637,ET-Bacteroides
4127,SRS1858638,ET-Bacteroides
4128,SRS1858644,ET-Bacteroides
4129,SRS1858652,ET-Bacteroides
4130,SRS1858654,ET-Bacteroides
4131,SRS1858656,ET-Bacteroides
4132,SRS1858667,ET-Bacteroides
4133,SRS1858685,ET-Bacteroides
4134,SRS1858688,ET-Bacteroides
4135,SRS1858690,ET-Bacteroides
4136,SRS1858692,ET-Bacteroides
4137,SRS1858693,ET-Bacteroides
4138,SRS1858701,ET-Bacteroides
4139,SRS1858708,ET-Bacteroides
4140,SRS1858707,ET-Bacteroides
4141,SRS1858712,ET-Bacteroides
4142,SRS1858718,ET-Bacteroides
4143,SRS1858719,ET-Bacteroides
4144,SRS1858724,ET-Bacteroides
4145,SRS1858727,ET-Bacteroides
4146,SRS1858729,ET-Bacteroides
4147,SRS1858731,ET-Bacteroides
4148,25V5,ET-Bacteroides
4149,35V5,ET-Bacteroides
4150,35V3,ET-Bacteroides
4151,35V1,ET-Bacteroides
4152,35V6,ET-Bacteroides
4153,42V3,ET-Bacteroides
4154,42V5,ET-Bacteroides
4155,SRS1993526,ET-Bacteroides
4156,SRS1993527,ET-Bacteroides
4157,SRS1993529,ET-Bacteroides
4158,SRS1993528,ET-Bacteroides
4159,SRS1993531,ET-Bacteroides
4160,SRS1993530,ET-Bacteroides
4161,SRS1993532,ET-Bacteroides
4162,SRS1993533,ET-Bacteroides
4163,SRS1993535,ET-Bacteroides
4164,SRS1993537,ET-Bacteroides
4165,SRS1993543,ET-Bacteroides
4166,SRS1993542,ET-Bacteroides
4167,SRS1993546,ET-Bacteroides
4168,SRS1993549,ET-Bacteroides
4169,SRS1993550,ET-Bacteroides
4170,SRS1993556,ET-Bacteroides
4171,SRS1993559,ET-Bacteroides
4172,SRS1993561,ET-Bacteroides
4173,SRS1993560,ET-Bacteroides
4174,SRS1993562,ET-Bacteroides
4175,SRS1993563,ET-Bacteroides
4176,SRS1993565,ET-Bacteroides
4177,SRS1993566,ET-Bacteroides
4178,SRS1993569,ET-Bacteroides
4179,SRS1993570,ET-Bacteroides
4180,SRS1993577,ET-Bacteroides
4181,SRS1993580,ET-Bacteroides
4182,SRS1993581,ET-Bacteroides
4183,SRS1993578,ET-Bacteroides
4184,SRS1993584,ET-Bacteroides
4185,SRS1993582,ET-Bacteroides
4186,SRS1993583,ET-Bacteroides
4187,SRS1993585,ET-Bacteroides
4188,SRS1993588,ET-Bacteroides
4189,SRS1993589,ET-Bacteroides
4190,SRS1993591,ET-Bacteroides
4191,SRS1994019,ET-Bacteroides
4192,SRS1994021,ET-Bacteroides
4193,SRS1994023,ET-Bacteroides
4194,SRS1994024,ET-Bacteroides
4195,SRS1994022,ET-Bacteroides
4196,SRS1994026,ET-Bacteroides
4197,SRS1994030,ET-Bacteroides
4198,SRS1994032,ET-Bacteroides
4199,SRS1997055,ET-Bacteroides
4200,SRS1997065,ET-Bacteroides
4201,SRS1997064,ET-Bacteroides
4202,SRS1997063,ET-Bacteroides
4203,SRS1997059,ET-Bacteroides
4204,SRS1997053,ET-Bacteroides
4205,SRS1997052,ET-Bacteroides
4206,SRS1997047,ET-Bacteroides
4207,SRS1997046,ET-Bacteroides
4208,SRS1997043,ET-Bacteroides
4209,SRS1997040,ET-Bacteroides
4210,SRS1997039,ET-Bacteroides
4211,SRS1997035,ET-Bacteroides
4212,SRS1997034,ET-Bacteroides
4213,SRS1997033,ET-Bacteroides
4214,SRS1997032,ET-Bacteroides
4215,SRS1997031,ET-Bacteroides
4216,SRS1997030,ET-Bacteroides
4217,SRS1997027,ET-Bacteroides
4218,SRS1997026,ET-Bacteroides
4219,SRS1997025,ET-Bacteroides
4220,SRS1997024,ET-Bacteroides
4221,SRS1997091,ET-Bacteroides
4222,SRS1997090,ET-Bacteroides
4223,SRS1997088,ET-Bacteroides
4224,SRS1997087,ET-Bacteroides
4225,SRS1997085,ET-Bacteroides
4226,SRS1997083,ET-Bacteroides
4227,SRS1997081,ET-Bacteroides
4228,SRS1997082,ET-Bacteroides
4229,SRS1997079,ET-Bacteroides
4230,SRS1997077,ET-Bacteroides
4231,SRS1997076,ET-Bacteroides
4232,SRS1997071,ET-Bacteroides
4233,SRS1997067,ET-Bacteroides
4234,SRS1997018,ET-Bacteroides
4235,SRS1997015,ET-Bacteroides
4236,SRS1997013,ET-Bacteroides
4237,SRS1997012,ET-Bacteroides
4238,SRS1997009,ET-Bacteroides
4239,SRS1997010,ET-Bacteroides
4240,SRS1997007,ET-Bacteroides
4241,SRS1997005,ET-Bacteroides
4242,SRS1997004,ET-Bacteroides
4243,SRS1997001,ET-Bacteroides
4244,SRS1996999,ET-Bacteroides
4245,SRS1996998,ET-Bacteroides
4246,SRS1996997,ET-Bacteroides
4247,SRS1996996,ET-Bacteroides
4248,SRS2061374,ET-Bacteroides
4249,SRS2058973,ET-Bacteroides
4250,SRS2058982,ET-Bacteroides
4251,SRS2058995,ET-Bacteroides
4252,SRS2059007,ET-Bacteroides
4253,SRS2059022,ET-Bacteroides
4254,SRS2059029,ET-Bacteroides
4255,SRS2059037,ET-Bacteroides
4256,SRS2059052,ET-Bacteroides
4257,SRS2059053,ET-Bacteroides
4258,SRS2407649,ET-Bacteroides
4259,SRS2407673,ET-Bacteroides
4260,SRS2407674,ET-Bacteroides
4261,SRS2407676,ET-Bacteroides
4262,SRS2407682,ET-Bacteroides
4263,SRS2407686,ET-Bacteroides
4264,SRS2407687,ET-Bacteroides
4265,SRS2407688,ET-Bacteroides
4266,SRS2407690,ET-Bacteroides
4267,SRS2407694,ET-Bacteroides
4268,SRS2407701,ET-Bacteroides
4269,SRS2407707,ET-Bacteroides
4270,SRS2407709,ET-Bacteroides
4271,SRS2407712,ET-Bacteroides
4272,SRS2407719,ET-Bacteroides
4273,SRS2407720,ET-Bacteroides
4274,SRS2407729,ET-Bacteroides
4275,SRS2407731,ET-Bacteroides
4276,SRS2407732,ET-Bacteroides
4277,SRS2407733,ET-Bacteroides
4278,SRS2407734,ET-Bacteroides
4279,SRS2407737,ET-Bacteroides
4280,SRS2407741,ET-Bacteroides
4281,SRS2407743,ET-Bacteroides
4282,SRS2407748,ET-Bacteroides
4283,SRS2407751,ET-Bacteroides
4284,SRS2407756,ET-Bacteroides
4285,SRS2407757,ET-Bacteroides
4286,SRS2407760,ET-Bacteroides
4287,SRS2407761,ET-Bacteroides
4288,SRS2407763,ET-Bacteroides
4289,SRS2407769,ET-Bacteroides
4290,SRS2407767,ET-Bacteroides
4291,SRS2407771,ET-Bacteroides
4292,SRS2407773,ET-Bacteroides
4293,SRS2407774,ET-Bacteroides
4294,SRS2428447,ET-Bacteroides
4295,SRS2428442,ET-Bacteroides
4296,SRS2428443,ET-Bacteroides
4297,SRS2428440,ET-Bacteroides
4298,SRS2428428,ET-Bacteroides
4299,SRS2428430,ET-Bacteroides
4300,SRS2428427,ET-Bacteroides
4301,SRS2428424,ET-Bacteroides
4302,SRS2428423,ET-Bacteroides
4303,SRS2428418,ET-Bacteroides
4304,SRS2428409,ET-Bacteroides
4305,SRS2428406,ET-Bacteroides
4306,SRS333664,ET-Bacteroides
4307,SRS333665,ET-Bacteroides
4308,SRS333666,ET-Bacteroides
4309,SRS333667,ET-Bacteroides
4310,SRS333669,ET-Bacteroides
4311,SRS259434,ET-Bacteroides
4312,SRS259440,ET-Bacteroides
4313,SRS259441,ET-Bacteroides
4314,SRS259444,ET-Bacteroides
4315,SRS259445,ET-Bacteroides
4316,SRS259450,ET-Bacteroides
4317,SRS259451,ET-Bacteroides
4318,SRS259453,ET-Bacteroides
4319,SRS259455,ET-Bacteroides
4320,SRS259456,ET-Bacteroides
4321,SRS259457,ET-Bacteroides
4322,SRS259458,ET-Bacteroides
4323,SRS259459,ET-Bacteroides
4324,SRS259460,ET-Bacteroides
4325,SRS259463,ET-Bacteroides
4326,SRS259464,ET-Bacteroides
4327,SRS259465,ET-Bacteroides
4328,SRS259466,ET-Bacteroides
4329,SRS259469,ET-Bacteroides
4330,SRS259470,ET-Bacteroides
4331,SRS259475,ET-Bacteroides
4332,SRS259477,ET-Bacteroides
4333,SRS259479,ET-Bacteroides
4334,SRS259480,ET-Bacteroides
4335,SRS259481,ET-Bacteroides
4336,SRS259482,ET-Bacteroides
4337,SRS259485,ET-Bacteroides
4338,SRS259486,ET-Bacteroides
4339,SRS259489,ET-Bacteroides
4340,SRS259491,ET-Bacteroides
4341,SRS259492,ET-Bacteroides
4342,SRS259493,ET-Bacteroides
4343,SRS259495,ET-Bacteroides
4344,SRS259497,ET-Bacteroides
4345,SRS259499,ET-Bacteroides
4346,SRS259502,ET-Bacteroides
4347,SRS259503,ET-Bacteroides
4348,SRS259504,ET-Bacteroides
4349,SRS259505,ET-Bacteroides
4350,SRS259506,ET-Bacteroides
